frame;label;measured;error;;;;;;
1831;(171, 237);(172, 236);1.414213562;;;;;;
1832;(171, 238);(172, 236);2.236067977;;;;;;
1833;(170, 239);(171, 237);2.236067977;;;;;;
1834;(170, 240);(169, 241);1.414213562;;;;;;
1835;(169, 241);(169, 242);1;;;;;;
1836;(169, 242);(169, 242);0;;;;;;
1837;(170, 242);(169, 243);1.414213562;;;;;;
1838;(170, 243);(170, 243);0;;;;;;
1839;(171, 243);(170, 243);1;;;;;;
1840;(171, 244);(170, 245);1.414213562;;;;;;
1841;(171, 244);(171, 245);1;;;;;;
1842;(171, 245);(171, 245);0;;;;;;
1843;(172, 245);(171, 246);1.414213562;;;;;;
1844;(172, 246);(171, 246);1;;;;;;
1845;(172, 246);(171, 247);1.414213562;;;;;;
1846;(172, 247);(172, 247);0;;;;;;
1847;(172, 248);(172, 248);0;;;;;;
1848;(173, 248);(172, 248);1;;;;;;
1849;(173, 249);(172, 249);1;;;;;;
1850;(173, 250);(172, 250);1;;;;;;
1851;(173, 250);(172, 250);1;;;;;;
1852;(173, 251);(172, 251);1;;;;;;
1853;(173, 251);(173, 251);0;;;;;;
1854;(173, 252);(173, 251);1;;;;;;
1855;(173, 252);(173, 252);0;;;;;;
1856;(174, 254);(174, 254);0;;;;;;
1857;(175, 257);(176, 259);2.236067977;;;;;;
1858;(175, 259);(177, 263);4.472135955;;;;;;
1859;(176, 262);(176, 264);2;;;;;;
1860;(177, 264);(176, 264);1;;;;;;
1861;(177, 265);(177, 265);0;;;;;;
1862;(177, 266);(177, 266);0;;;;;;
1863;(177, 266);(177, 267);1;;;;;;
1864;(177, 267);(177, 267);0;;;;;;
1865;(177, 268);(177, 268);0;;;;;;
1866;(177, 268);(178, 268);1;;;;;;
1867;(177, 268);(177, 268);0;;;;;;
1868;(178, 269);(178, 268);1;;;;;;
1869;(178, 269);(178, 269);0;;;;;;
1870;(178, 269);(178, 269);0;;;;;;
1871;(178, 269);(178, 270);1;;;;;;
1872;(178, 270);(178, 270);0;;;;;;
1873;(179, 270);(178, 270);1;;;;;;
1874;(179, 271);(179, 270);1;;;;;;
1875;(179, 271);(179, 271);0;;;;;;
1876;(179, 271);(179, 271);0;;;;;;
1877;(179, 271);(179, 271);0;;;;;;
1878;(180, 272);(179, 272);1;;;;;;
1879;(180, 272);(179, 272);1;;;;;;
1880;(180, 272);(180, 272);0;;;;;;
1881;(179, 273);(179, 273);0;;;;;;
1882;(178, 275);(177, 276);1.414213562;;;;;;
1883;(178, 276);(176, 278);2.828427125;;;;;;
1884;(177, 278);(176, 278);1;;;;;;
1885;(176, 279);(176, 278);1;;;;;;
1886;(176, 279);(176, 278);1;;;;;;
1887;(176, 279);(176, 279);0;;;;;;
1888;(177, 280);(176, 279);1.414213562;;;;;;
1889;(177, 280);(176, 279);1.414213562;;;;;;
1890;(177, 280);(177, 279);1;;;;;;
1891;(178, 280);(177, 279);1.414213562;;;;;;
1892;(178, 280);(178, 280);0;;;;;;
1893;(179, 281);(178, 280);1.414213562;;;;;;
1894;(179, 281);(178, 280);1.414213562;;;;;;
1895;(180, 281);(178, 279);2.828427125;;;;;;
1896;(181, 281);(180, 281);1;;;;;;
1897;(182, 282);(180, 281);2.236067977;;;;;;
1898;(182, 282);(181, 282);1;;;;;;
1899;(183, 283);(182, 282);1.414213562;;;;;;
1900;(184, 283);(183, 283);1;;;;;;
1901;(185, 284);(184, 283);1.414213562;;;;;;
1902;(186, 285);(185, 283);2.236067977;;;;;;
1903;(188, 285);(186, 284);2.236067977;;;;;;
1904;(189, 286);(187, 284);2.828427125;;;;;;
1905;(190, 287);(190, 287);0;;;;;;
1906;(192, 287);(191, 287);1;;;;;;
1907;(193, 288);(193, 287);1;;;;;;
1908;(195, 288);(194, 287);1.414213562;;;;;;
1909;(196, 289);(196, 289);0;;;;;;
1910;(198, 289);(198, 290);1;;;;;;
1911;(200, 290);(199, 290);1;;;;;;
1912;(202, 291);(202, 292);1;;;;;;
1913;(203, 291);(204, 292);1.414213562;;;;;;
1914;(205, 292);(206, 293);1.414213562;;;;;;
1915;(207, 293);(207, 294);1;;;;;;
1916;(209, 294);(209, 294);0;;;;;;
1917;(211, 294);(211, 294);0;;;;;;
1918;(212, 295);(212, 295);0;;;;;;
1919;(214, 295);(214, 296);1;;;;;;
1920;(216, 296);(216, 296);0;;;;;;
1921;(218, 296);(217, 297);1.414213562;;;;;;
1922;(220, 297);(219, 297);1;;;;;;
1923;(221, 297);(221, 298);1;;;;;;
1924;(223, 298);(223, 298);0;;;;;;
1925;(225, 298);(225, 299);1;;;;;;
1926;(228, 299);(227, 300);1.414213562;;;;;;
1927;(230, 300);(231, 301);1.414213562;;;;;;
1928;(233, 301);(234, 302);1.414213562;;;;;;
1929;(235, 302);(236, 302);1;;;;;;
1930;(238, 303);(238, 303);0;;;;;;
1931;(241, 305);(240, 304);1.414213562;;;;;;
1932;(244, 306);(242, 305);2.236067977;;;;;;
1933;(248, 308);(246, 307);2.236067977;;;;;;
1934;(251, 309);(252, 310);1.414213562;;;;;;
1935;(254, 311);(254, 312);1;;;;;;
1936;(256, 312);(256, 313);1;;;;;;
1937;(257, 313);(258, 314);1.414213562;;;;;;
1938;(259, 314);(259, 315);1;;;;;;
1939;(260, 315);(261, 315);1;;;;;;
1940;(262, 316);(262, 316);0;;;;;;
1941;(264, 317);(264, 317);0;;;;;;
1942;(265, 318);(265, 318);0;;;;;;
1943;(267, 318);(266, 318);1;;;;;;
1944;(268, 319);(268, 319);0;;;;;;
1945;(270, 320);(269, 320);1;;;;;;
1946;(271, 321);(271, 321);0;;;;;;
1947;(273, 321);(272, 321);1;;;;;;
1948;(274, 322);(274, 322);0;;;;;;
1949;(276, 322);(276, 322);0;;;;;;
1950;(277, 323);(277, 323);0;;;;;;
1951;(279, 323);(279, 323);0;;;;;;
1952;(281, 324);(280, 324);1;;;;;;
1953;(282, 324);(282, 324);0;;;;;;
1954;(284, 325);(284, 325);0;;;;;;
1955;(286, 325);(286, 325);0;;;;;;
1956;(288, 325);(287, 326);1.414213562;;;;;;
1957;(290, 326);(289, 326);1;;;;;;
1958;(291, 326);(291, 327);1;;;;;;
1959;(293, 327);(293, 327);0;;;;;;
1960;(295, 327);(295, 326);1;;;;;;
1961;(297, 327);(297, 327);0;;;;;;
1962;(298, 328);(298, 328);0;;;;;;
1963;(300, 328);(300, 328);0;;;;;;
1964;(301, 329);(302, 329);1;;;;;;
1965;(303, 329);(303, 329);0;;;;;;
1966;(305, 329);(305, 329);0;;;;;;
1967;(306, 329);(307, 329);1;;;;;;
1968;(308, 329);(308, 329);0;;;;;;
1969;(309, 329);(309, 329);0;;;;;;
1970;(311, 329);(311, 329);0;;;;;;
1971;(314, 329);(316, 331);2.828427125;;;;;;
1972;(317, 330);(322, 331);5.099019514;;;;;;
1973;(321, 330);(324, 331);3.16227766;;;;;;
1974;(324, 331);(325, 331);1;;;;;;
1975;(327, 331);(327, 331);0;;;;;;
1976;(328, 331);(328, 331);0;;;;;;
1977;(329, 331);(329, 332);1;;;;;;
1978;(330, 332);(330, 332);0;;;;;;
1979;(331, 332);(331, 332);0;;;;;;
1980;(332, 332);(332, 333);1;;;;;;
1981;(333, 332);(333, 333);1;;;;;;
1982;(334, 333);(333, 333);1;;;;;;
1983;(335, 333);(334, 334);1.414213562;;;;;;
1984;(336, 334);(335, 334);1;;;;;;
1985;(337, 334);(336, 335);1.414213562;;;;;;
1986;(338, 334);(337, 335);1.414213562;;;;;;
1987;(339, 334);(338, 335);1.414213562;;;;;;
1988;(339, 335);(339, 335);0;;;;;;
1989;(340, 335);(340, 336);1;;;;;;
1990;(341, 335);(341, 336);1;;;;;;
1991;(343, 336);(342, 336);1;;;;;;
1992;(345, 337);(343, 337);2;;;;;;
1993;(348, 338);(343, 338);5;;;;;;
1994;(350, 339);(345, 338);5.099019514;;;;;;
1995;(352, 340);(351, 341);1.414213562;;;;;;
1996;(354, 340);(356, 341);2.236067977;;;;;;
1997;(356, 341);(357, 343);2.236067977;;;;;;
1998;(357, 342);(358, 343);1.414213562;;;;;;
1999;(359, 342);(358, 343);1.414213562;;;;;;
